Ticker,Date,Open,High,Low,Close,Volume
AAPL,2020-01-02,71.34403937841115,72.39407027941263,71.09116882440814,72.3338623046875,135480400
AAPL,2020-01-03,71.56321309934685,72.38926493117573,71.40667380039741,71.63064575195312,146322800
AAPL,2020-01-06,70.75402098693286,72.23995000976231,70.50355369984423,72.201416015625,118387200
AAPL,2020-01-07,72.21104883104543,72.46633010238772,71.64268897397623,71.86184692382812,108872000
AAPL,2020-01-08,71.56562867701548,73.31888511458335,71.56562867701548,73.0178451538086,132079200
AAPL,2020-01-09,73.99320996049889,74.76146451044018,73.74275001069596,74.56880187988281,170108400
AAPL,2020-01-10,74.8024026801614,75.30092656417412,74.23644614635045,74.73737335205078,140644800
AAPL,2020-01-13,75.05288582822318,76.36060178633993,74.93487315391599,76.3341064453125,121532000
AAPL,2020-01-14,76.27147084582813,76.48099343710987,75.18050255877637,75.3033218383789,161954400
AAPL,2020-01-15,75.10344034713454,75.98247543934815,74.54952248725758,74.9806137084961,121923600
AAPL,2020-01-16,75.52248200660513,76.03064118697364,75.16123412136378,75.91985321044922,108829200
AAPL,2020-01-17,76.16792404225187,76.76277929851412,75.86207008807327,76.7603759765625,137816400
AAPL,2020-01-21,76.3894803308505,76.83019952815127,76.10288974668396,76.24016571044922,110843200
AAPL,2020-01-22,76.72422448512405,77.06379835057774,76.41837061392836,76.51229858398438,101832400
AAPL,2020-01-23,76.56529382668359,76.96025438766408,76.01860061750638,76.88078308105469,104472000
AAPL,2020-01-24,77.12641705620177,77.8681760847734,76.46894331412666,76.6592025756836,146537600
AAPL,2020-01-27,74.67234156024762,75.08416206919466,73.42483402812097,74.40502166748047,161940000
AAPL,2020-01-28,75.28408422213496,76.68090687398296,75.18534222076916,76.50991821289062,162234000
AAPL,2020-01-29,78.13793027321145,78.95675744540253,77.39857441186852,78.11143493652344,216229200
AAPL,2020-01-30,77.19626294921763,78.05121329496869,76.76517176985938,77.99822998046875,126743200
AAPL,2020-01-31,77.29019858022654,77.71165450707113,74.24608645041388,74.53990173339844,199588400
AAPL,2020-02-03,73.28516622775322,75.49841264105945,72.7842389592195,74.33519744873047,173788400
AAPL,2020-02-04,75.93671379066781,76.9795201431656,75.53211792000401,76.78926086425781,136616400
AAPL,2020-02-05,77.91393700101683,78.21257356762338,76.81334075627086,77.41542053222656,118826800
AAPL,2020-02-06,77.68517600247516,78.32337929968051,77.12885469909907,78.32096862792969,105425600
